#,id,name,supertype,hp,types,rarity,retreatCost,convertedRetreatCost,AbilityName,AbilityText,Attack1Name,Attack1Cost,Attack1ConvertedCost,Attack1Damage,DamageFormula,Attack1Text
1142,sm3-8,Tangrowth,Pokemon,140,Grass,Rare,"Colorless, Colorless, Colorless, Colorless",4,,,Giga Drain,Grass,1,30,,Heal from this Pokemon the same amount of damage you did to your opponent's Active Pokemon.
1145,sm3-10,Ledian,Pokemon,90,Grass,Rare,Colorless,1,,,Swift,Grass,1,30,,"This attack's damage isn't affected by Weakness, Resistance, or any other effects on your opponent's Active Pokemon."
1149,sm3-13,Simisage,Pokemon,90,Grass,Uncommon,Colorless,1,,,Scratch,Colorless,1,30,,
1152,sm3-15,Araquanid,Pokemon,100,Grass,Rare,Colorless,1,,,Bubble Net,"Colorless, Colorless",2,30,,Energy can't be attached to the Defending Pokemon from your opponent's hand during their next turn.
1154,sm3-16,Wimpod,Pokemon,70,Grass,Common,"Colorless, Colorless, Colorless",3,Wimp Out,"During your first turn, this Pokemon has no Retreat Cost.",Gnaw,"Grass, Colorless, Colorless",3,30,,
1159,sm3-19,Charmeleon,Pokemon,90,Fire,Uncommon,"Colorless, Colorless",2,,,Claw Slash,"Colorless, Colorless",2,30,,
1162,sm3-23,Simisear,Pokemon,90,Fire,Uncommon,Colorless,1,,,Scratch,Colorless,1,30,,
1166,sm3-26,Turtonator,Pokemon,130,Fire,Rare,"Colorless, Colorless, Colorless",3,,,Flame Cloak,"Fire, Colorless",2,30,,Attach a Fire Energy card from your discard pile to this Pokemon.
1169,sm3-27,Alolan Vulpix,Pokemon,60,Water,Common,Colorless,1,,,Icy Snow,"Water, Water",2,30,,
1182,sm3-37,Simipour,Pokemon,90,Water,Uncommon,Colorless,1,,,Scratch,Colorless,1,30,,
1202,sm3-50,Seviper,Pokemon,100,Psychic,Uncommon,"Colorless, Colorless",2,More Poison,Put 1 more damage counter on your opponent's Poisoned Pokemon between turns.,Venomous Fang,"Psychic, Colorless, Colorless",3,30,,Your opponent's Active Pokemon is now Poisoned.
1210,sm3-55,Toxicroak,Pokemon,110,Psychic,Rare,"Colorless, Colorless",2,,,Poison Jab,"Psychic, Colorless",2,30,,Your opponent's Active Pokemon is now Poisoned.
1214,sm3-57,Whirlipede,Pokemon,90,Psychic,Uncommon,"Colorless, Colorless, Colorless",3,,,Spin Turn,"Psychic, Colorless",2,30,,Switch this Pokemon with 1 of your Benched Pokemon.
1229,sm3-68,Lunatone,Pokemon,90,Fighting,Uncommon,"Colorless, Colorless",2,Heal Block,"If you have Solrock in play, Pokemon (both yours and your opponent's) can't be healed.",Lunar Blast,"Fighting, Colorless",2,30,,
1233,sm3-70,Riolu,Pokemon,70,Fighting,Common,Colorless,1,,,Low Kick,"Fighting, Fighting",2,30,,
1242,sm3-76,Lycanroc,Pokemon,110,Fighting,Rare,"Colorless, Colorless",2,,,Rock Throw,"Fighting, Colorless",2,30,,
1247,sm3-79,Passimian,Pokemon,110,Fighting,Rare,Colorless,1,,,Punch,"Colorless, Colorless",2,30,,
1259,sm3-87,Darkrai,Pokemon,120,Darkness,Rare Holo,"Colorless, Colorless",2,,,Hypnoblast,"Darkness, Colorless",2,30,,Your opponent's Active Pokemon is now Asleep.
1267,sm3-92,Kirlia,Pokemon,80,Fairy,Uncommon,Colorless,1,,,Magical Shot,"Fairy, Colorless",2,30,,
1269,sm3-92a,Kirlia,Pokemon,80,Fairy,Uncommon,Colorless,1,,,Magical Shot,"Fairy, Colorless",2,30,,
1271,sm3-94,Diancie,Pokemon,90,Fairy,Rare Holo,Colorless,1,,,Diamond Storm,"Fairy, Colorless",2,30,,Heal 30 damage from each of your Fairy Pokemon.
1275,sm3-98,Shiinotic,Pokemon,100,Fairy,Rare,"Colorless, Colorless",2,,,Strength Sap,"Fairy, Colorless",2,30,,Heal from this Pokemon 30 damage times the amount of Energy attached to your opponent's Active Pokemon.
1290,sm3-107,Noctowl,Pokemon,90,Colorless,Uncommon,Colorless,1,,,Hypnoblast,Colorless,1,30,,Your opponent's Active Pokemon is now Asleep.
1292,sm3-108,Bouffalant,Pokemon,120,Colorless,Uncommon,"Colorless, Colorless",2,,,Bouffant Head,"Colorless, Colorless",2,30,,"During your opponent's next turn, this Pokemon takes 30 less damage from attacks (after applying Weakness and Resistance)."
1299,sm35-1,Bulbasaur,Pokemon,70,Grass,Common,"Colorless, Colorless",2,,,Razor Leaf,"Grass, Colorless",2,30,,
1300,sm35-2,Ivysaur,Pokemon,100,Grass,Common,"Colorless, Colorless, Colorless, Colorless",4,,,Razor Leaf,"Grass, Colorless",2,30,,
1307,sm35-6,Carnivine,Pokemon,100,Grass,Uncommon,"Colorless, Colorless",2,,,Crunch,"Grass, Colorless",2,30,,Discard an Energy from your opponent's Active Pokemon.
1310,sm35-8,Virizion,Pokemon,110,Grass,Rare Holo,Colorless,1,,,Wrapped in Wind,Grass,1,30,,You may attach a basic Energy card from your hand to this Pokemon.
1312,sm35-11,Torkoal,Pokemon,110,Fire,Common,"Colorless, Colorless, Colorless",3,,,High-Pressure Heat,"Colorless, Colorless",2,30,,"During your next turn, this Pokemon's High-Pressure Heat attack does 50 more damage (before applying Weakness and Resistance)."
1314,sm35-12,Larvesta,Pokemon,80,Fire,Common,"Colorless, Colorless, Colorless",3,,,Flare,"Fire, Colorless",2,30,,
1320,sm35-16,Torracat,Pokemon,90,Fire,Common,Colorless,1,,,Fire Claws,"Fire, Colorless",2,30,,
1334,sm35-24,Palkia,Pokemon,130,Water,Rare Holo,"Colorless, Colorless",2,,,Spiral Drain,"Colorless, Colorless",2,30,,Heal 30 damage from this Pokemon.
1336,sm35-25,Manaphy,Pokemon,60,Water,Rare Holo,Colorless,1,Blessings of the Deep,"Once during your turn (before your attack), you may heal 20 damage from 1 of your Pokemon that has any Water Energy attached to it.",Wave Splash,"Water, Colorless",2,30,,
1342,sm35-32,Raikou,Pokemon,120,Lightning,Rare Holo,"Colorless, Colorless",2,,,Booming Thunder,Lightning,1,30,,Attach a Lightning Energy card from your discard pile to 1 of your Benched Pokemon.
1352,sm35-38,Jynx,Pokemon,90,Psychic,Common,Colorless,1,,,Feverish Kiss,"Colorless, Colorless",2,30,,Your opponent's Active Pokemon is now Confused.
1353,sm35-41,Latios,Pokemon,110,Psychic,Rare Holo,Colorless,1,,,Break Through,"Colorless, Colorless",2,30,,This attack does 30 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
1358,sm35-45,Marshadow,Pokemon,70,Psychic,Rare Holo,Colorless,1,Let Loose,"When you play this Pokemon from your hand onto your Bench during your turn, you may have each player shuffle their hand into their deck and draw 4 cards.",Shadow Punch,"Psychic, Colorless",2,30,,This attack's damage isn't affected by Resistance.
1359,sm35-46,Stunfisk,Pokemon,110,Fighting,Common,"Colorless, Colorless, Colorless",3,,,Thunder Shock,"Lightning, Colorless",2,30,,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed."
1364,sm35-49,Liepard,Pokemon,90,Darkness,Uncommon,Colorless,1,,,Torment,Darkness,1,30,,Choose 1 of your opponent's Active Pokemon's attacks. That Pokemon can't use that attack during your opponent's next turn.
1372,sm35-54,Yveltal,Pokemon,120,Darkness,Rare Holo,"Colorless, Colorless",2,,,Strafe,"Colorless, Colorless",2,30,,You may switch this Pokemon with 1 of your Benched Pokemon.
1384,sm4-7,Karrablast,Pokemon,60,Grass,Common,"Colorless, Colorless",2,Shell On,"Once during your turn (before your attack), you may discard a Shelmet from your hand. If you do, search your deck for a card that evolves from this Pokemon and put it onto this Pokemon to evolve it. Then, shuffle your deck.",Peck,"Colorless, Colorless, Colorless",3,30,,
1398,sm4-19,Swinub,Pokemon,60,Water,Common,"Colorless, Colorless, Colorless",3,,,Gnaw,"Colorless, Colorless",2,30,,
1403,sm4-22,Remoraid,Pokemon,60,Water,Common,Colorless,1,,,Water Gun,"Water, Colorless",2,30,,
1406,sm4-24,Corphish,Pokemon,70,Water,Common,"Colorless, Colorless",2,,,Crabhammer,"Water, Water",2,30,,
1419,sm4-33,Alolan Graveler,Pokemon,100,Lightning,Uncommon,"Colorless, Colorless, Colorless",3,,,Corkscrew Punch,"Colorless, Colorless",2,30,,
1422,sm4-35,Emolga,Pokemon,60,Lightning,Uncommon,Colorless,1,,,Volt Switch,Lightning,1,30,,Switch this Pokemon with 1 of your Benched Lightning Pokemon.
1427,sm4-40,Mismagius,Pokemon,110,Psychic,Rare,Colorless,1,,,Chaos Wheel,Psychic,1,30,,"Your opponent can't play any Pokemon Tool, Special Energy, or Stadium cards from their hand during their next turn."
1441,sm4-51,Primeape,Pokemon,90,Fighting,Rare,Colorless,1,,,Low Kick,"Colorless, Colorless",2,30,,
1446,sm4-54,Gastrodon,Pokemon,120,Fighting,Uncommon,"Colorless, Colorless, Colorless",3,,,Eerie Fluid,"Fighting, Colorless",2,30,,Your opponent's Active Pokemon is now Confused.
1448,sm4-55,Stufful,Pokemon,70,Fighting,Common,"Colorless, Colorless",2,,,Flop,"Colorless, Colorless",2,30,,
1452,sm4-59,Houndoom,Pokemon,110,Darkness,Rare,Colorless,1,,,Fire Fang,"Darkness, Colorless",2,30,,Your opponent's Active Pokemon is now Burned.
1456,sm4-61,Zweilous,Pokemon,90,Darkness,Uncommon,"Colorless, Colorless",2,,,Headbutt,"Darkness, Colorless",2,30,,
1460,sm4-64,Mawile,Pokemon,80,Metal,Uncommon,Colorless,1,,,Crunch,"Colorless, Colorless",2,30,,"Flip a coin. If heads, discard an Energy from your opponent's Active Pokemon."
1462,sm4-65,Aron,Pokemon,60,Metal,Common,Colorless,1,,,Metal Claw,"Metal, Colorless, Colorless",3,30,,
1467,sm4-68,Registeel,Pokemon,130,Metal,Rare,"Colorless, Colorless, Colorless",3,,,Turbo Arm,Metal,1,30,,Attach a basic Energy card from your discard pile to 1 of your Benched Pokemon.
1473,sm4-72,Wigglytuff,Pokemon,120,Fairy,Rare,"Colorless, Colorless",2,,,Hypnoblast,"Colorless, Colorless",2,30,,Your opponent's Active Pokemon is now Asleep.
1486,sm4-80,Altaria,Pokemon,90,Colorless,Rare,Colorless,1,,,Cotton Guard,Colorless,1,30,,"During your opponent's next turn, this Pokemon takes 30 less damage from attacks (after applying Weakness and Resistance)."
1497,sm4-87,Bunnelby,Pokemon,70,Colorless,Common,"Colorless, Colorless",2,,,Mud Shot,"Colorless, Colorless",2,30,,
1500,sm4-89,Type: Null,Pokemon,110,Colorless,Rare Holo,"Colorless, Colorless",2,,,Armor Press,"Colorless, Colorless",2,30,,"During your opponent's next turn, this Pokemon takes 30 less damage from attacks (after applying Weakness and Resistance)."
1504,sm5-3,Yanmega,Pokemon,120,Grass,Uncommon,Colorless,1,,,Supersonic,Grass,1,30,,Your opponent's Active Pokemon is now Confused.
1510,sm5-6,Turtwig,Pokemon,70,Grass,Common,"Colorless, Colorless",2,,,Headbutt Bounce,"Grass, Colorless",2,30,,
1513,sm5-8,Grotle,Pokemon,110,Grass,Uncommon,"Colorless, Colorless, Colorless, Colorless",4,,,Mega Drain,"Grass, Colorless",2,30,,Heal 30 damage from this Pokemon.
1517,sm5-10,Cherubi,Pokemon,50,Grass,Common,Colorless,1,,,Surprise Attack,Grass,1,30,,"Flip a coin. If tails, this attack does nothing."
1518,sm5-11,Cherrim,Pokemon,80,Grass,Uncommon,Colorless,1,Weather Guard,Your Grass Pokemon have no Weakness.,Seed Bomb,Grass,1,30,,
1523,sm5-15,Shaymin,Pokemon,80,Grass,Rare Holo,Colorless,1,,,Soothing Scent,"Grass, Colorless",2,30,,Your opponent's Active Pokemon is now Asleep.
1535,sm5-25,Salandit,Pokemon,70,Fire,Common,Colorless,1,,,Combustion,"Fire, Colorless",2,30,,
1541,sm5-29,Alolan Sandslash,Pokemon,120,Water,Rare,Colorless,1,,,Spike Armor,,0,30,,"During your opponent's next turn, if this Pokemon is damaged by an attack (even if this Pokemon is Knocked Out), put 6 damage counters on the Attacking Pokemon."
1552,sm5-35,Buizel,Pokemon,70,Water,Common,Colorless,1,,,Water Gun,"Water, Colorless",2,30,,
1553,sm5-36,Floatzel,Pokemon,100,Water,Uncommon,Colorless,1,,,Agility,Water,1,30,,"Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokemon during your opponent's next turn."
1561,sm5-43,Electabuzz,Pokemon,80,Lightning,Common,"Colorless, Colorless",2,,,Low Kick,"Lightning, Colorless",2,30,,
1567,sm5-47,Luxio,Pokemon,80,Lightning,Uncommon,Colorless,1,,,Disconnect,Colorless,1,30,,Your opponent can't play any Item cards from their hand during their next turn.
1579,sm5-54,Skorupi,Pokemon,80,Psychic,Common,"Colorless, Colorless",2,,,Pierce,"Psychic, Psychic",2,30,,
1582,sm5-57,Toxicroak,Pokemon,100,Psychic,Rare,"Colorless, Colorless",2,,,Poison Jab,Psychic,1,30,,Your opponent's Active Pokemon is now Poisoned.
1588,sm5-64,Cranidos,Pokemon,90,Fighting,Uncommon,Colorless,1,,,Corkscrew Punch,Fighting,1,30,,
1624,sm5-88,Heatran,Pokemon,130,Metal,Rare Holo,"Colorless, Colorless, Colorless",3,,,Guard Press,"Metal, Colorless",2,30,,"During your opponent's next turn, this Pokemon takes 30 less damage from attacks (after applying Weakness and Resistance)."
1629,sm5-93,Shiinotic,Pokemon,100,Fairy,Rare,"Colorless, Colorless",2,Illuminate,"Once during your turn (before your attack), you may search your deck for a Fairy Pokemon, reveal it, and put it into your hand. Then, shuffle your deck.",Flickering Spores,"Fairy, Colorless",2,30,,Your opponent's Active Pokemon is now Asleep.
1657,sm5-112,Yungoos,Pokemon,70,Colorless,Common,Colorless,1,,,Take Down,"Colorless, Colorless",2,30,,This Pokemon does 10 damage to itself.
1683,sm6-13,Heatran,Pokemon,130,Fire,Rare,"Colorless, Colorless, Colorless",3,,,Guard Press,"Fire, Colorless",2,30,,"During your opponent's next turn, this Pokemon takes 30 less damage from attacks (after applying Weakness and Resistance)."
1685,sm6-14,Fennekin,Pokemon,60,Fire,Common,Colorless,1,,,Ember,Fire,1,30,,Discard an Energy from this Pokemon.
1700,sm6-27,Amaura,Pokemon,90,Water,Uncommon,"Colorless, Colorless, Colorless",3,,,Powder Snow,"Water, Colorless",2,30,,Your opponent's Active Pokemon is now Asleep.
1709,sm6-33,Araquanid,Pokemon,100,Water,Uncommon,Colorless,1,,,Bubble,Water,1,30,,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed."
1723,sm6-41,Uxie,Pokemon,60,Psychic,Uncommon,Colorless,1,,,Memory Skip,Psychic,1,30,,Choose 1 of your opponent's Active Pokemon's attacks. That Pokemon can't use that attack during your opponent's next turn.
1753,sm6-64,Toxicroak,Pokemon,100,Fighting,Rare,"Colorless, Colorless",2,,,Poison Jab,Fighting,1,30,,Your opponent's Active Pokemon is now Poisoned.
1757,sm6-67,Barbaracle,Pokemon,130,Fighting,Rare,"Colorless, Colorless, Colorless",3,,,Seven Shock,"Fighting, Colorless",2,30,,"If you have exactly 7 cards in your hand, your opponent's Active Pokemon is now Paralyzed."
1790,sm6-93,Sliggoo,Pokemon,80,Dragon,Uncommon,"Colorless, Colorless",2,,,Absorb,"Water, Colorless",2,30,,Heal 30 damage from this Pokemon.
1820,sm7-12,Seedot,Pokemon,60,Grass,Common,"Colorless, Colorless",2,,,Stampede,"Colorless, Colorless",2,30,,
1832,sm7-22,Dhelmise,Pokemon,130,Grass,Rare,"Colorless, Colorless, Colorless",3,,,Giga Drain,"Grass, Colorless",2,30,,Heal from this Pokemon the same amount of damage you did to your opponent's Active Pokemon.
1837,sm7-25,Torchic,Pokemon,50,Fire,Common,Colorless,1,,,Ember,Fire,1,30,,Discard an Energy from this Pokemon.
1842,sm7-29,Torkoal,Pokemon,120,Fire,Uncommon,"Colorless, Colorless, Colorless",3,,,Flaming Honk,"Colorless, Colorless",2,30,,"Discard the top 4 cards of your deck. If any of those cards are Fire Energy cards, attach them to your Pokemon in any way you like."
1858,sm7-42,Huntail,Pokemon,110,Water,Uncommon,Colorless,1,,,Big Bite,Water,1,30,,The Defending Pokemon can't retreat during your opponent's next turn.
1860,sm7-43,Gorebyss,Pokemon,90,Water,Uncommon,,0,,,Deflecting Splash,Water,1,30,,"During your opponent's next turn, prevent all damage done to this Pokemon by attacks from Evolution Pokemon."
1873,sm7-53,Plusle,Pokemon,70,Lightning,Uncommon,Colorless,1,,,Electro Ball,"Lightning, Colorless",2,30,,
1875,sm7-54,Minun,Pokemon,70,Lightning,Uncommon,Colorless,1,,,Electro Ball,"Lightning, Colorless",2,30,,
1880,sm7-58,Swalot,Pokemon,120,Psychic,Uncommon,"Colorless, Colorless",2,,,Amnesia,Colorless,1,30,,Choose 1 of your opponent's Active Pokemon's attacks. That Pokemon can't use that attack during your opponent's next turn.
1908,sm7-76,Meditite,Pokemon,70,Fighting,Common,Colorless,1,,,Kick,"Fighting, Fighting",2,30,,
1918,sm7-83,Minior,Pokemon,90,Fighting,Uncommon,"Colorless, Colorless",2,Falling Star,"Once during your turn (before your attack), if this Pokemon is in your hand and your Bench isn't full, you may move your Active Pokemon to your Bench and play this Pokemon as your new Active Pokemon.",Swift,Fighting,1,30,,"This attack's damage isn't affected by Weakness, Resistance, or any other effects on your opponent's Active Pokemon."
1926,sm7-89,Steelix,Pokemon,190,Metal,Rare Holo,"Colorless, Colorless, Colorless, Colorless",4,,,Tackle,"Colorless, Colorless",2,30,,
1947,sm7-112,Pelipper,Pokemon,120,Colorless,Uncommon,"Colorless, Colorless",2,,,Firefighting,Colorless,1,30,,Discard a Fire Energy from your opponent's Active Pokemon.
1988,sm75-23,Croconaw,Pokemon,90,Water,Uncommon,"Colorless, Colorless",2,,,Tackle,"Colorless, Colorless",2,30,,
1996,sm75-29,Milotic,Pokemon,120,Water,Uncommon,Colorless,1,,,Aurora Wave,Water,1,30,,Your opponent's Active Pokemon is now Confused.
1998,sm75-30,Phione,Pokemon,70,Water,Uncommon,Colorless,1,Murmurs of the Sea,"Your Water Pokemon can't be Confused. If those Pokemon are already Confused, remove that Special Condition.",Water Pulse,"Water, Water",2,30,,Your opponent's Active Pokemon is now Asleep.
2003,sm75-35,Dratini,Pokemon,70,Dragon,Common,"Colorless, Colorless",2,,,Tail Whap,"Water, Colorless",2,30,,
2012,sm75-43,Shelgon,Pokemon,80,Dragon,Uncommon,"Colorless, Colorless",2,Energy Guard,"If this Pokemon has any basic Energy attached to it, it takes 20 less damage from attacks (after applying Weakness and Resistance).",Rollout,"Colorless, Colorless",2,30,,
2025,sm75-53,Hakamo-o,Pokemon,90,Dragon,Common,"Colorless, Colorless",2,,,Guard Press,"Colorless, Colorless",2,30,,"During your opponent's next turn, this Pokemon takes 30 less damage from attacks (after applying Weakness and Resistance)."
2030,sm75-55,Kangaskhan,Pokemon,120,Colorless,Common,"Colorless, Colorless",2,,,Headbutt,"Colorless, Colorless",2,30,,
2049,sm8-10,Ariados,Pokemon,110,Grass,Uncommon,Colorless,1,,,Trapping Thread,"Colorless, Colorless",2,30,,"Whenever your opponent plays an Item or Supporter card from their hand during their next turn, prevent all effects of that card done to the Defending Pokemon."
2053,sm8-13,Skiploom,Pokemon,60,Grass,Uncommon,,0,Floral Path to the Sky,"Once during your turn (before your attack), you may search your deck for Jumpluff, put this Pokemon and all cards attached to it in the Lost Zone, and put that Jumpluff in its place. Then, shuffle your deck.",Tackle,Grass,1,30,,
2066,sm8-26,Beautifly,Pokemon,130,Grass,Rare,Colorless,1,,,Butterfly Edge,Grass,1,30,,"If your opponent's Pokemon is Knocked Out by damage from this attack, prevent all effects of attacks, including damage, done to this Pokemon during your opponent's next turn."
2068,sm8-27,Cascoon,Pokemon,70,Grass,Uncommon,"Colorless, Colorless",2,,,Ram,"Grass, Colorless",2,30,,
2074,sm8-33,Shaymin,Pokemon,70,Grass,Rare Holo,Colorless,1,Floral Heal,"Once during your turn (before your attack), you may heal 20 damage from your Active Grass Pokemon.",Ram,"Grass, Colorless",2,30,,
2081,sm8-38,Moltres,Pokemon,120,Fire,Rare,Colorless,1,,,Assisting Heater,Fire,1,30,,You may attach a Fire Energy card from your hand to 1 of your Benched Pokemon.
2084,sm8-40,Cyndaquil,Pokemon,70,Fire,Common,Colorless,1,,,Hammer In,"Colorless, Colorless",2,30,,
2085,sm8-41,Quilava,Pokemon,90,Fire,Uncommon,"Colorless, Colorless",2,,,Hammer In,"Colorless, Colorless",2,30,,
2099,sm8-50,Litleo,Pokemon,60,Fire,Common,"Colorless, Colorless",2,Wild Dash,"If your opponent has any Pokemon-GX or Pokemon-EX in play, this Pokemon has no Retreat Cost.",Take Down,"Colorless, Colorless",2,30,,This Pokemon does 10 damage to itself.
2100,sm8-51,Pyroar,Pokemon,130,Fire,Rare,"Colorless, Colorless",2,,,Crunch,"Colorless, Colorless",2,30,,Discard an Energy from your opponent's Active Pokemon.
2108,sm8-57,Delibird,Pokemon,90,Water,Uncommon,Colorless,1,,,Flap,"Colorless, Colorless",2,30,,
2115,sm8-63,White Kyurem,Pokemon,130,Water,Rare Holo,"Colorless, Colorless, Colorless",3,,,Field Crush,"Colorless, Colorless",2,30,,"If your opponent has a Stadium card in play, discard it."
2127,sm8-71,Electabuzz,Pokemon,80,Lightning,Uncommon,"Colorless, Colorless",2,,,Thunder Shock,"Lightning, Colorless",2,30,,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed."
